Country,Region,Level of transmission,Week,"''"
Belgium,Prov. Luxembourg (Be),Not reported,2020-W11,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W12,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W13,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W14,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W15,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W16,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W17,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W18,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W19,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W20,-
Belgium,Prov. Luxembourg (Be),Community,2020-W21,-
Belgium,Prov. Luxembourg (Be),Community,2020-W22,-
Belgium,Prov. Luxembourg (Be),Community,2020-W23,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W24,-
Belgium,Prov. Luxembourg (Be),Community,2020-W25,-
Belgium,Prov. Luxembourg (Be),Community,2020-W26,-
Belgium,Prov. Luxembourg (Be),Community,2020-W27,-
Belgium,Prov. Luxembourg (Be),Community,2020-W28,-
Belgium,Prov. Luxembourg (Be),Community,2020-W29,-
Belgium,Prov. Luxembourg (Be),Community,2020-W30,-
Belgium,Prov. Luxembourg (Be),Community,2020-W31,-
Belgium,Prov. Luxembourg (Be),Community,2020-W32,-
Belgium,Prov. Luxembourg (Be),Community,2020-W33,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W34,-
Belgium,Prov. Luxembourg (Be),Community,2020-W35,-
Belgium,Prov. Luxembourg (Be),Community,2020-W36,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W37,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W38,-
Belgium,Prov. Luxembourg (Be),Not reported,2020-W39,-
Belgium,Prov. Namur,Not reported,2020-W01,-
Belgium,Prov. Namur,Not reported,2020-W02,-
Belgium,Prov. Namur,Not reported,2020-W03,-
Belgium,Prov. Namur,Not reported,2020-W04,-
Belgium,Prov. Namur,Not reported,2020-W05,-
Belgium,Prov. Namur,Not reported,2020-W06,-
Belgium,Prov. Namur,Not reported,2020-W07,-
Belgium,Prov. Namur,Not reported,2020-W08,-
Belgium,Prov. Namur,Not reported,2020-W09,-
Belgium,Prov. Namur,Not reported,2020-W10,-
Belgium,Prov. Namur,Not reported,2020-W11,-
Belgium,Prov. Namur,Not reported,2020-W12,-
Belgium,Prov. Namur,Not reported,2020-W13,-
Belgium,Prov. Namur,Not reported,2020-W14,-
Belgium,Prov. Namur,Not reported,2020-W15,-
Belgium,Prov. Namur,Not reported,2020-W16,-
Belgium,Prov. Namur,Not reported,2020-W17,-
Belgium,Prov. Namur,Not reported,2020-W18,-
Belgium,Prov. Namur,Not reported,2020-W19,-
Belgium,Prov. Namur,Not reported,2020-W20,-
Belgium,Prov. Namur,Community,2020-W21,-
Belgium,Prov. Namur,Community,2020-W22,-
Belgium,Prov. Namur,Community,2020-W23,-
Belgium,Prov. Namur,Not reported,2020-W24,-
Belgium,Prov. Namur,Community,2020-W25,-
Belgium,Prov. Namur,Community,2020-W26,-
Belgium,Prov. Namur,Community,2020-W27,-
Belgium,Prov. Namur,Community,2020-W28,-
Belgium,Prov. Namur,Community,2020-W29,-
Belgium,Prov. Namur,Community,2020-W30,-
Belgium,Prov. Namur,Community,2020-W31,-
Belgium,Prov. Namur,Community,2020-W32,-
Belgium,Prov. Namur,Community,2020-W33,-
Belgium,Prov. Namur,Not reported,2020-W34,-
Belgium,Prov. Namur,Community,2020-W35,-
Belgium,Prov. Namur,Community,2020-W36,-
Belgium,Prov. Namur,Not reported,2020-W37,-
Belgium,Prov. Namur,Not reported,2020-W38,-
Belgium,Prov. Namur,Not reported,2020-W39,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W01,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W02,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W03,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W04,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W05,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W06,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W07,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W08,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W09,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W10,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W11,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W12,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W13,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W14,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W15,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W16,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W17,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W18,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W19,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W20,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W21,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W22,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W23,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W24,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W25,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W26,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W27,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W28,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W29,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W30,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W31,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W32,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W33,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W34,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W35,-
Belgium,Prov. Oost-Vlaanderen,Community,2020-W36,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W37,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W38,-
Belgium,Prov. Oost-Vlaanderen,Not reported,2020-W39,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W01,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W02,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W03,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W04,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W05,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W06,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W07,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W08,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W09,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W10,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W11,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W12,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W13,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W14,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W15,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W16,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W17,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W18,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W19,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W20,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W21,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W22,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W23,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W24,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W25,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W26,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W27,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W28,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W29,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W30,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W31,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W32,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W33,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W34,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W35,-
Belgium,Prov. Vlaams-Brabant,Community,2020-W36,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W37,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W38,-
Belgium,Prov. Vlaams-Brabant,Not reported,2020-W39,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W01,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W02,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W03,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W04,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W05,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W06,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W07,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W08,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W09,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W10,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W11,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W12,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W13,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W14,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W15,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W16,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W17,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W18,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W19,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W20,-
Belgium,Prov. West-Vlaanderen,Community,2020-W21,-
Belgium,Prov. West-Vlaanderen,Community,2020-W22,-
Belgium,Prov. West-Vlaanderen,Community,2020-W23,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W24,-
Belgium,Prov. West-Vlaanderen,Community,2020-W25,-
Belgium,Prov. West-Vlaanderen,Community,2020-W26,-
Belgium,Prov. West-Vlaanderen,Community,2020-W27,-
Belgium,Prov. West-Vlaanderen,Community,2020-W28,-
Belgium,Prov. West-Vlaanderen,Community,2020-W29,-
Belgium,Prov. West-Vlaanderen,Community,2020-W30,-
Belgium,Prov. West-Vlaanderen,Community,2020-W31,-
Belgium,Prov. West-Vlaanderen,Community,2020-W32,-
Belgium,Prov. West-Vlaanderen,Community,2020-W33,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W34,-
Belgium,Prov. West-Vlaanderen,Community,2020-W35,-
Belgium,Prov. West-Vlaanderen,Community,2020-W36,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W37,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W38,-
Belgium,Prov. West-Vlaanderen,Not reported,2020-W39,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W01,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W02,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W03,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W04,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W05,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W06,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W07,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W08,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W09,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W10,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W11,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W12,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W13,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W14,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W15,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W16,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W17,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W18,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W19,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W20,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W21,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W22,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W23,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W24,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W25,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W26,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W27,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W28,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W29,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W30,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W31,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W32,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W33,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W34,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W35,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Community,2020-W36,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W37,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W38,-
Belgium,Region De Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Not reported,2020-W39,-
Bulgaria,Severen Tsentralen,Not reported,2020-W01,-
Bulgaria,Severen Tsentralen,Not reported,2020-W02,-
Bulgaria,Severen Tsentralen,Not reported,2020-W03,-
Bulgaria,Severen Tsentralen,Not reported,2020-W04,-
Bulgaria,Severen Tsentralen,Not reported,2020-W05,-
Bulgaria,Severen Tsentralen,Not reported,2020-W06,-
Bulgaria,Severen Tsentralen,Not reported,2020-W07,-
Bulgaria,Severen Tsentralen,Not reported,2020-W08,-
Bulgaria,Severen Tsentralen,Not reported,2020-W09,-
Bulgaria,Severen Tsentralen,Not reported,2020-W10,-
Bulgaria,Severen Tsentralen,Not reported,2020-W11,-
Bulgaria,Severen Tsentralen,Not reported,2020-W12,-
Bulgaria,Severen Tsentralen,Not reported,2020-W13,-
Bulgaria,Severen Tsentralen,Not reported,2020-W14,-
Bulgaria,Severen Tsentralen,Not reported,2020-W15,-
Bulgaria,Severen Tsentralen,Clusters,2020-W16,-
Bulgaria,Severen Tsentralen,Not reported,2020-W17,-
Bulgaria,Severen Tsentralen,Not reported,2020-W18,-
Bulgaria,Severen Tsentralen,Not reported,2020-W19,-
Bulgaria,Severen Tsentralen,Not reported,2020-W20,-
Bulgaria,Severen Tsentralen,Not reported,2020-W21,-
Bulgaria,Severen Tsentralen,Not reported,2020-W22,-
Bulgaria,Severen Tsentralen,Not reported,2020-W23,-
Bulgaria,Severen Tsentralen,Not reported,2020-W24,-
Bulgaria,Severen Tsentralen,Not reported,2020-W25,-
Bulgaria,Severen Tsentralen,Not reported,2020-W26,-
Bulgaria,Severen Tsentralen,Not reported,2020-W27,-
Bulgaria,Severen Tsentralen,Not reported,2020-W28,-
Bulgaria,Severen Tsentralen,Not reported,2020-W29,-
Bulgaria,Severen Tsentralen,Not reported,2020-W30,-
Bulgaria,Severen Tsentralen,Not reported,2020-W31,-
Bulgaria,Severen Tsentralen,Not reported,2020-W32,-
Bulgaria,Severen Tsentralen,Not reported,2020-W33,-
Bulgaria,Severen Tsentralen,Not reported,2020-W34,-
Bulgaria,Severen Tsentralen,Not reported,2020-W35,-
Bulgaria,Severen Tsentralen,Not reported,2020-W36,-
Bulgaria,Severen Tsentralen,Not reported,2020-W37,-
Bulgaria,Severen Tsentralen,Not reported,2020-W38,-
Bulgaria,Severen Tsentralen,Not reported,2020-W39,-
Bulgaria,Severoiztochen,Not reported,2020-W01,-
Bulgaria,Severoiztochen,Not reported,2020-W02,-
Bulgaria,Severoiztochen,Not reported,2020-W03,-
Bulgaria,Severoiztochen,Not reported,2020-W04,-
Bulgaria,Severoiztochen,Not reported,2020-W05,-
Bulgaria,Severoiztochen,Not reported,2020-W06,-
Bulgaria,Severoiztochen,Not reported,2020-W07,-
Bulgaria,Severoiztochen,Not reported,2020-W08,-
Bulgaria,Severoiztochen,Not reported,2020-W09,-
Bulgaria,Severoiztochen,Not reported,2020-W10,-
Bulgaria,Severoiztochen,Not reported,2020-W11,-
Bulgaria,Severoiztochen,Not reported,2020-W12,-
Bulgaria,Severoiztochen,Not reported,2020-W13,-
Bulgaria,Severoiztochen,Not reported,2020-W14,-
Bulgaria,Severoiztochen,Not reported,2020-W15,-
Bulgaria,Severoiztochen,Clusters,2020-W16,-
Bulgaria,Severoiztochen,Not reported,2020-W17,-
Bulgaria,Severoiztochen,Not reported,2020-W18,-
Bulgaria,Severoiztochen,Not reported,2020-W19,-
Bulgaria,Severoiztochen,Not reported,2020-W20,-
Bulgaria,Severoiztochen,Not reported,2020-W21,-
Bulgaria,Severoiztochen,Not reported,2020-W22,-
Bulgaria,Severoiztochen,Not reported,2020-W23,-
Bulgaria,Severoiztochen,Not reported,2020-W24,-
Bulgaria,Severoiztochen,Not reported,2020-W25,-
Bulgaria,Severoiztochen,Not reported,2020-W26,-
Bulgaria,Severoiztochen,Not reported,2020-W27,-
Bulgaria,Severoiztochen,Not reported,2020-W28,-
Bulgaria,Severoiztochen,Not reported,2020-W29,-
Bulgaria,Severoiztochen,Not reported,2020-W30,-
Bulgaria,Severoiztochen,Not reported,2020-W31,-
Bulgaria,Severoiztochen,Not reported,2020-W32,-
Bulgaria,Severoiztochen,Not reported,2020-W33,-
Bulgaria,Severoiztochen,Not reported,2020-W34,-
Bulgaria,Severoiztochen,Not reported,2020-W35,-
Bulgaria,Severoiztochen,Not reported,2020-W36,-
Bulgaria,Severoiztochen,Not reported,2020-W37,-
Bulgaria,Severoiztochen,Not reported,2020-W38,-
Bulgaria,Severoiztochen,Not reported,2020-W39,-
Bulgaria,Severozapaden,Not reported,2020-W01,-
Bulgaria,Severozapaden,Not reported,2020-W02,-
Bulgaria,Severozapaden,Not reported,2020-W03,-
Bulgaria,Severozapaden,Not reported,2020-W04,-
Bulgaria,Severozapaden,Not reported,2020-W05,-
Bulgaria,Severozapaden,Not reported,2020-W06,-
Bulgaria,Severozapaden,Not reported,2020-W07,-
Bulgaria,Severozapaden,Not reported,2020-W08,-
Bulgaria,Severozapaden,Not reported,2020-W09,-
Bulgaria,Severozapaden,Not reported,2020-W10,-
Bulgaria,Severozapaden,Not reported,2020-W11,-
Bulgaria,Severozapaden,Not reported,2020-W12,-
Bulgaria,Severozapaden,Not reported,2020-W13,-
Bulgaria,Severozapaden,Not reported,2020-W14,-
Bulgaria,Severozapaden,Not reported,2020-W15,-
Bulgaria,Severozapaden,Clusters,2020-W16,-
Bulgaria,Severozapaden,Not reported,2020-W17,-
Bulgaria,Severozapaden,Not reported,2020-W18,-
Bulgaria,Severozapaden,Not reported,2020-W19,-
Bulgaria,Severozapaden,Not reported,2020-W20,-
Bulgaria,Severozapaden,Not reported,2020-W21,-
Bulgaria,Severozapaden,Not reported,2020-W22,-
Bulgaria,Severozapaden,Not reported,2020-W23,-
Bulgaria,Severozapaden,Not reported,2020-W24,-
Bulgaria,Severozapaden,Not reported,2020-W25,-
Bulgaria,Severozapaden,Not reported,2020-W26,-
Bulgaria,Severozapaden,Not reported,2020-W27,-
Bulgaria,Severozapaden,Not reported,2020-W28,-
Bulgaria,Severozapaden,Not reported,2020-W29,-
Bulgaria,Severozapaden,Not reported,2020-W30,-
Bulgaria,Severozapaden,Not reported,2020-W31,-
Bulgaria,Severozapaden,Not reported,2020-W32,-
Bulgaria,Severozapaden,Not reported,2020-W33,-
Bulgaria,Severozapaden,Not reported,2020-W34,-
Bulgaria,Severozapaden,Not reported,2020-W35,-
Bulgaria,Severozapaden,Not reported,2020-W36,-
Bulgaria,Severozapaden,Not reported,2020-W37,-
Bulgaria,Severozapaden,Not reported,2020-W38,-
Bulgaria,Severozapaden,Not reported,2020-W39,-
Bulgaria,Yugoiztochen,Not reported,2020-W01,-
Bulgaria,Yugoiztochen,Not reported,2020-W02,-
Bulgaria,Yugoiztochen,Not reported,2020-W03,-
Bulgaria,Yugoiztochen,Not reported,2020-W04,-
Bulgaria,Yugoiztochen,Not reported,2020-W05,-
Bulgaria,Yugoiztochen,Not reported,2020-W06,-
Bulgaria,Yugoiztochen,Not reported,2020-W07,-
Bulgaria,Yugoiztochen,Not reported,2020-W08,-
Bulgaria,Yugoiztochen,Not reported,2020-W09,-
Bulgaria,Yugoiztochen,Not reported,2020-W10,-
Bulgaria,Yugoiztochen,Not reported,2020-W11,-
Bulgaria,Yugoiztochen,Not reported,2020-W12,-
Bulgaria,Yugoiztochen,Not reported,2020-W13,-
Bulgaria,Yugoiztochen,Not reported,2020-W14,-
Bulgaria,Yugoiztochen,Not reported,2020-W15,-
Bulgaria,Yugoiztochen,Clusters,2020-W16,-
Bulgaria,Yugoiztochen,Not reported,2020-W17,-
Bulgaria,Yugoiztochen,Not reported,2020-W18,-
Bulgaria,Yugoiztochen,Not reported,2020-W19,-
Bulgaria,Yugoiztochen,Not reported,2020-W20,-
Bulgaria,Yugoiztochen,Not reported,2020-W21,-
Bulgaria,Yugoiztochen,Not reported,2020-W22,-
Bulgaria,Yugoiztochen,Not reported,2020-W23,-
Bulgaria,Yugoiztochen,Not reported,2020-W24,-
Bulgaria,Yugoiztochen,Not reported,2020-W25,-
Bulgaria,Yugoiztochen,Not reported,2020-W26,-
Bulgaria,Yugoiztochen,Not reported,2020-W27,-
Bulgaria,Yugoiztochen,Not reported,2020-W28,-
Bulgaria,Yugoiztochen,Not reported,2020-W29,-
Bulgaria,Yugoiztochen,Not reported,2020-W30,-
Bulgaria,Yugoiztochen,Not reported,2020-W31,-
Bulgaria,Yugoiztochen,Not reported,2020-W32,-
Bulgaria,Yugoiztochen,Not reported,2020-W33,-
Bulgaria,Yugoiztochen,Not reported,2020-W34,-
Bulgaria,Yugoiztochen,Not reported,2020-W35,-
Bulgaria,Yugoiztochen,Not reported,2020-W36,-
Bulgaria,Yugoiztochen,Not reported,2020-W37,-
Bulgaria,Yugoiztochen,Not reported,2020-W38,-
